ja	en	zh-tw	zh-cn
人を騙し、金銭を奪い取った悪人たちから大事なものを奪い返す、天下御免の義賊。奪った金を決して自分の為に使わない事を誇りとしており、故に万年金欠。様々なアルバイトを掛け持ちしている、アルバイター忍者である。今回、主人公たちが訪れた臨海学校のビーチにて、海の家の給仕係として大活躍する。人でごった返す海の家、客の注文を迅雷の動きで捌いていくその姿は、かつて従えたという雷獣のごとし。	"He is a thief in the fashion of Robin Hood who steals from evildoers to return possessions to their rightful owners. He is proud of never spending the money he steals for himself, but as a result, he's permanently broke. He's a ninja who works multiple part time jobs including a stint as beach house cook at the beach where your class is on a summer school trip. He takes care of all his customer's orders lightning fast, feeding the throng of people gathered at the beach house in a manner reminiscent of the storied thunder beast."	會從欺騙、奪取金錢的惡人手中把重要的東西搶回來，是個堂堂正正的義賊。最引以為傲的是絕對不會把搶來的錢用在自己身上，也因此一直都很缺錢。手上有好多個打工，是個打工忍者。這次則在主人公等人造訪的臨海學校海灘上的海之家當服務生，而且非常活躍。在生意興隆的海之家裡，以閃電般的速度處理客人點餐的模樣，就像過去曾馴服的雷獸一樣。	从欺骗他人、夺取金钱的恶徒们手中把重要的东西夺回，是个堂堂正正的侠盗。以绝对不将夺来的金钱用在自己身上为傲，所以始终穷困潦倒。同时从事多份兼职，是个打工忍者。本次在主人公一行前往的海滨夏令营沙滩上的海之家打工，在那里大显身手。在人满为患的海之家，能如同闪电般快速处理顾客的点单，简直就像过去驯服过的雷兽一般。
人外に異常に好かれやすい特異体質で、数千の霊体から構成されるはぐれ「転光生」レギオンに憑りつかれている。本心では霊の類を非常に怖がっているが「オバケなんて居る訳がねえ」と常に虚勢を張っている。そんな彼だが、レギオンは余さず全員が彼に好意を抱いており、彼が危険に晒された時は、一致団結して助けようとする。スポーツに打ち込む相手と話が合うというか、そういう相手としか合わない。	"The strong allure he emits for non-humans has led him to become possessed by a myriad of Stray Transient spirits known collectively as Legion. He is deathly afraid of ghosts but continues to tell himself that ghosts don't exist. Legion loves him, and gathers to protect him whenever danger is close. He tends to get along with other athletes... In fact, athletes are the only ones he gets along with."	具有異常容易被非人者喜歡的特殊體質，現在被數千靈體形成的迷途「轉光生」「軍團」所附身。其實內心非常害怕靈體之類的東西，嘴巴上卻說「根本沒有鬼怪」來虛張聲勢。雖然如此，雷奇翁全體都對他抱持好感，當他陷入危機時，會一致團結幫助他。他和同樣投注心力在運動上的人很有話聊，不過他也只和這類人合得來。	拥有极易招非人生物喜欢的异常体质，被由数千个灵体组成的落单“转光生”——“军团”附体。内心其实非常惧怕幽灵之类的东西，却一直虚张声势地安慰自己“鬼怪是不可能存在的”。虽然他不喜欢幽灵，但军团的所有成员都对他抱有好感，一旦他置身危险，就会团结一致地救助他。和醉心体育的人谈得来，但换句话说，其实只能和这类的人合得来。
人間が時間の跳躍に耐えるためのとあるプロジェクトの被検体であり、元人間。知能を加速させ、常人ではついてゆけない領域に足を踏み入れることが許される。先行して行われた小動物での実験成功を受けて、この計画は遂行された。サイボーグの素体となった男は、生来抱えていた問題の解決のために、自らこの実験に臨んだ。しかし、たとえサイボーグの身となっても「時間の加速」には強烈な「減速」の代償があるという。自分にも、そして相手にも「汚れなきこと」「美学があること」を求める癖がある。二人とも、別の意味でネコが怖い。	"The cyborg that forms Algernon's body was once human, before taking part in a project aiming to improve human resilience to the effects of time travel; this he volunteered for, in the hopes that it would free him from problems that had plagued him throughout his life. Following a successful trial on a mouse, he was subjected to experiments that have enabled him to accelerate his mental faculties far beyond what would normally be humanly possible. However, this power comes at a great cost, and even cybernetic upgrades cannot save him from the effects of the violent mental deceleration that follows. Although he demands cleanliness and beauty from both himself and his partner at all times, they complement each other well. Both strongly dislike cats, albeit for different reasons."	原是人類，在為了讓人類能承受時間跳躍的計畫中而成為了受試者。加速了知能，使其踏入凡人無法到達的領域。事先進行的小動物實驗成功後，便執行了該計畫。成為改造人原型的男人為了解決自生來就困擾已久的問題，而主動加入這項實驗。然而，即便成了改造人之身，「時間加速」依然還是須付出強烈的「減速」代價。有對自己及他人要求「不汙穢」、「有美學」的習慣。對這兩人來說，在別的意義上貓非常恐怖。	他曾经是一名人类，后来成为了试验人类是否能进行时间跳跃的某个计划的实验体。他的智能被加速，能够踏进常人无法进入的领域。在首先进行的小动物实验获得成功后，开始了此计划。作为改造人原材料的男人，为了解决自己与生俱来抱有的问题，而自愿参加了实验。但即使成为了改造人，在进行“时间加速”时，还是需要附上强烈的“减速”作为代价。有着无论是对自己还是对手都“不会弄脏”的“美学”。两人都在另一个意义上很害怕猫。
人気ＤＪ	Popular DJ	人氣DJ	人气ＤＪ
人魚たちの海域！/初級	Mermaid Waters - Novice	人魚的海域！／初級	人鱼的海域！/初级
人魚たちの海域！/上級	Mermaid's Waters - Advanced	人魚的海域！／上級	人鱼的海域！/高级
人魚たちの海域！/中級	Mermaid Waters - Intermediate	人魚的海域！／中級	人鱼的海域！/中级
人魚たちの海域！/超ド級	Mermaid's Waters - Extreme	人魚的海域！／超猛級	人鱼的海域！/超猛极
人魚たちの海域！/超級	Mermaid's Waters - Elite	人魚的海域！／超級	人鱼的海域！/超级
人魚たちの海域！/伝説級	Mermaid Waters - Legendary	人魚的海域！／傳說級	人鱼的海域！/神级
人狼源流	Werewolf Warfare	人狼源流	人狼源流
仁王立つ者	Grandstander	威嚴聳立者	威严矗立者
仁義なき夏祭大抗争！	Clash of Floats!	毫無仁義夏日祭典大抗爭！	无情的夏日庆典大抗争！
仁義なき夏祭大抗争！ AR転光召喚	Clash of Floats AR Summon	毫無仁義夏日祭典大抗爭AR轉光召喚	无情的夏日庆典大抗争AR转光召唤
仁義なき夏祭大抗争！１	Clash of Floats! (1)	毫無仁義夏日祭典大抗爭！１	无情的夏日盛典大对抗！1
仁義なき夏祭大抗争！２(後)	Clash of Floats! (2) - Part 2	毫無仁義夏日祭典大抗爭！２（後）	无情的夏日盛典大对抗！2（下）
仁義なき夏祭大抗争！２(前)	Clash of Floats! (2) - Part 1	毫無仁義夏日祭典大抗爭！２（前）	无情的夏日盛典大对抗！2（上）
仁義なき夏祭大抗争！３(後)	Clash of Floats! (3) - Part 2	毫無仁義夏日祭典大抗爭！３（後）	无情的夏日盛典大对抗！3（下）
仁義なき夏祭大抗争！３(前)	Clash of Floats! (3) - Part 1	毫無仁義夏日祭典大抗爭！３（前）	无情的夏日盛典大对抗！3（上）
仁義なき夏祭大抗争！４(後)	Clash of Floats! (4) - Part 2	毫無仁義夏日祭典大抗爭！４（後）	无情的夏日盛典大对抗！4（下）
仁義なき夏祭大抗争！４(前)	Clash of Floats! (4) - Part 1	毫無仁義夏日祭典大抗爭！４（前）	无情的夏日盛典大对抗！4（上）
仁義なき夏祭大抗争！５(後)	Clash of Floats! (5) - Part 2	毫無仁義夏日祭典大抗爭！５（後）	无情的夏日盛典大对抗！5（下）
仁義なき夏祭大抗争！５(前)	Clash of Floats! (5) - Part 1	毫無仁義夏日祭典大抗爭！５（前）	无情的夏日盛典大对抗！5（上）
仁義なき夏祭大抗争！６(後)	Clash of Floats! (6) - Part 2	毫無仁義夏日祭典大抗爭！６（後）	无情的夏日盛典大对抗！6（下）
仁義なき夏祭大抗争！６(前)	Clash of Floats! (6) - Part 1	毫無仁義夏日祭典大抗爭！６（前）	无情的夏日盛典大对抗！6（上）
仁義なき夏祭大抗争！エピローグ	Clash of Floats! (Epilogue)	毫無仁義夏日祭典大抗爭！終章	无情的夏日盛典大对抗！尾声
仁義なき夏祭大抗争！プロローグ(後)	Clash of Floats! (Prologue) - Part 2	毫無仁義夏日祭典大抗爭！序章（後）	无情的夏日盛典大对抗！序曲（下）
仁義なき夏祭大抗争！プロローグ(前)	Clash of Floats! (Prologue) - Part 1	毫無仁義夏日祭典大抗爭！序章（前）	无情的夏日盛典大对抗！序曲（上）
