ja	en	zh-tw	zh-cn
交換回数：あと{0}	Remaining: {0}	交換次數：剩下{0}	交换次数：剩余{0}
交換期限：あと{0}	Exchange by: {0}	交換期限：{0}	交换期限：{0}
再入荷まであと{0}	{0} to Restock	{0}以補充庫存	{0}以补充库存
"上記{1}{6:#,##0}{3}と交換します。"	"Exchange for {6:#,##0}{3} of the above {1}."	"將換上述{6:#,##0}{3}{1}。"	"与上述{1}{6:#,##0}{3}进行交换。"
"上記{1}を{6:#,##0}回交換します。
（合計 {7:#,##0}{3}）"	"Exchange {1}(s) {6:#,##0} time(s).
(Total {7:#,##0}{3})"	"與上述{1}進行{6:#,##0}次交換。
（合計 {7:#,##0}{3}）"	"与上述的{1}进行交换 {6:#,##0}次。
（合计 {7:#,##0}{3}）"
"上のスライダーを左右に動かして最大{0:#,##0}回まで一括交換出来ます。"	"Move the slider above to exchange up to {0:#,##0} time(s)."	"左右滑動上面的滑動條，最多可以一次交換{0:#,##0}次。"	"左右移动上方的滑动条，最多可一次性交换{0:#,##0}次。"
"あと {0:#,##0} 回"	"Remaining {0:#,##0} time(s)."	"剩下的 {0:#,##0} 次"	"剩下的 {0:#,##0} 次"
"「{4}」を{8:#,##0}個消費します。
（消費後：{10:#,##0}）"	"{8:#,##0} {4}(s) will be traded in.
(Amount remaining after exchange: {10:#,##0})"	"消耗 {4} {8:#,##0}個道具。
（消費後：{10:#,##0}）"	"「{4}」消耗{8:#,##0}个道具。
（消耗后：{10:#,##0}）"
11/11(月)より、東京放課後サモナーズ キャラボイスドラマVol1&2「モリタカ」「ガルム」の情報が公開されました！	"(Nov. 11) Information regarding the Tokyo Afterschool Summoners Character Voice Dramas Vol. 1: Moritaka, and Vol. 2: Garmr, is now available!"	11/11(一)起，公開東京放學後召喚師 角色廣播劇Vol.1&2「戍孝」、「加姆」的相關情報。	东京放学后召唤师 角色广播剧Vol.1&2《戍孝》《加姆》的信息已于11月11日（星期一）公开！
約束の海底都市	Canaan - The Promised Land	約定的海底都市	约定的海底都市
ムービー	Vídeo 	影片	视频
"ムービーを再生します
よろしいですか？"	"A video will be played.
Continue?"	"即將播放影片。
請問是否要繼續嗎？"	"即将播放视频。
确定要播放嘛？"
https://d15iupkbkbqkwv.cloudfront.net/movie/movie_3rdAnniversary_20200319.mp4	https://d15iupkbkbqkwv.cloudfront.net/movie/movie_3rdAnniversary_20200319.mp4	https://d15iupkbkbqkwv.cloudfront.net/movie/movie_3rdAnniversary_20200319.mp4	https://d15iupkbkbqkwv.cloudfront.net/movie/movie_3rdAnniversary_20200319.mp4
やあ、３周年特別交換所へようこそ。交換チケットは１枚につき１回だから慎重に。やり直しは利かない。気を付けるんだ。<br>いいね？	"Welcome to the Third Anniversary Trading Post. There's a limit to the number of tickets you can exchange, and traded tickets are gone for good, so choose carefully."	"嘿，歡迎來到３周年特別交換所。
交換券的數量有限，你可要深思熟慮啊。
注意我可沒辦法讓你重換的，懂嗎？"	"嗨！欢迎来到三周年特别交易所。
兑换票有限，请慎重使用。
要认真考虑，没法重来的，知道了吗？"
どうやら心を決めたようだね。お疲れ様。今回選んだものは、必ずや君の力となるだろう。そしてこの俺も……君と、共にあるから……。	"So you've made your decision. I'm sure your choice will serve you well. Even if not... I'll always be by your side, so... you can rely on me, instead."	"你總算是下定決心了呢，辛苦你了。
你這次所選之物，必將成為你的助力吧。
而我也會……陪伴在你身邊……"	"看来你下定决心了啊。辛苦你了。
此次所选择之物，必将会成为你的力量吧。
而我……也会与你同在……"
おう、待ちくたびれたぜ！　言っとくが交換チケットの枚数には気をつけろよ。チケット1枚で交換1回。やり直しは無し、一発ガツッと決めちまえ！	"So you finally came to exchange those tickets! Just keep an eye on how many you got, okay, partner? No take-backs! Just do it!"	"喔，要交換是吧，我都要等到不耐煩啦！
話說在前頭，可要好好注意交換券的數量啊，
這不能重來的，乾脆俐落地決定好吧！"	"哦！你来兑换啦，等得我急死了！
话说在前，可要注意兑换票的数量啊。
没法重来，你就干干脆脆决定吧！"
決めたみてえだな、お前の目を見りゃわかるぜ。何を選んだかなんて聞かねえよ。いずれにせよ、相棒の背中を守るのは俺だ。今も…これからもなっ。	"Looks like you made your choice. I can tell just by lookin' at ya! I won't ask what you picked. Whatever it is, it won't protect you better than me. Now and forever, got it?"	"看來你決定好了呢，從你的眼神就能明白啦。
我不會問你選了哪個。不管你選了哪個，
夥伴的背後都交給我來守護！無論是現在……還是將來！"	"我一看你的眼神就知道，你应该已经决定了好了。
我可不会问你选了什么，
反正不论现在还是将来，搭档的背后都由我来保护。"
３周年特別交換所へようこそ！<br>待ってたよ！　チケット１枚で交換１回。やり直しはナシだって。それじゃあ行ってみよ～っ。君に幸あれ、ってね。	"Welcome to the Third Anniversary Trading Post! I was hoping you'd come! You can only trade each ticket once, apparently. Come on, give it a try!"	"歡迎來到３周年特別交換所！我等你很久了！
一張券可以交換一次，沒辦法重選哦。
那就開始吧～祝你幸運～這樣哦！"	"欢迎来到三周年特别交易所！等你好久了！
1张兑换券可以兑换1次，不可以重来哦！
上吧！祝你幸运——哈哈。"
お疲れ様っどうだった？　ちゃんと交換できた？　君はいったい何を選んで、何を交換したのかな？　えへへっ。あとで…僕には聞かせてくれない？	"How'd the trading go? Gotta say, I'm really curious what you traded for. Show it to me later, okay?"	"辛苦啦，如何？有交換成功嗎？
你究竟選了什麼，又交換了什麼？
嘿嘿嘿，待會……可以告訴我嗎？"	"辛苦啦！怎么样？兑换成功了吗？
你到底选了什么，兑换了什么？
嘿嘿嘿。等会……可以告诉我吗？"
来たか。３周年の記念交換は俺が受け持とう。交換はチケット１枚につき１度限り。後悔のないようにな。……それだけだ。<br>後はお前の好きにするがよかろう。	"Ah, it is you. I am currently in charge of this Third Anniversary Trading Post. There is a limit to the number of tickets you may obtain, so choose carefully. That is all. Now, choose."	"你來啦，就由我受理３周年的紀念交換吧。
票券有數量限制，小心不要留下悔恨。
……我要說的就這些了，接下來就照你想做的做吧。"	"你来啦。就由我来受理三周年纪念兑换吧。
兑换券数量有限，望你做出无悔的选择。
我要说的就是这些……接下来就由你决定吧。"
決めたか。必ずや、お前の力になることだろう。俺にとって、お前が……そうであるように。……ふ。改めて、言うことでもなかったか。	I believe your choice will be as much support for you as... As you are for me. How embarrassing. You will not hear me say such a thing ever again.	"決定好了嗎？這肯定能幫到你吧。
我認為，你……一定沒問題的。
……哼，就不用讓我再聲明了吧。"	"做出决定了啊。其必将会成为你的力量的。
就像你对我而言，也是如此……
呵，我也没必要再次强调吧。"
３周年の特別交換所はこちらで御座いまする。この特別交換は、チケット１枚につき１回限り。どうか慎重にお選びくだされ。ご武運を！	This is the Trading Post specially created for the Third Anniversary. You may make one exchange per ticket. Take care when making your decision. Best of luck!	"３周年特別交換所在此。
本次特別交換，一張券只限換一次。
還請慎重選擇。預祝您武運昌隆！"	"来三周年特别交易所请这边请。
此次特别兑换，1张兑换票仅限兑换1次。
请务必慎重选择。祝你好运！"
これにて！　特別交換は完了とさせて頂きまする。どれを選んでも、すべてまたとないモノばかり。<br>必ずや、主君殿の助けとなりましょうぞ！	"With that, we conclude this special Trading Post! All items available were of unparalleled quality, so I am certain that whatever you selected will be most helpful!"	"以上！特別交換已經完成了。
不管您選擇了什麼，都必是獨一無二。
肯定能幫上主子的！"	"特别兑换完成啦！
不论选择什么，都是不可多得的珍品。
必将成为主君大人的力量！"
やあやあ３周年特別交換所はこっちこっちー。ふふふ。お約束通り、チケット１枚で交換は１回。もちろん、やり直しもダメ。慎重に、でござるよ。	"Come one, come all, to the Third Anniversary Trading Post! Heheh. I'm sure you've been told, but it's one exchange per ticket. No returns, no refunds. Think carefully!"	"哎呀呀，３周年特別交換所在這邊哦，這邊～
嘿嘿嘿，說好的，一張票可以交換一次。
當然是沒辦法重來的。可得謹慎選擇哦。"	"嗨嗨嗨，三周年特别交易所这边走——
嘿嘿嘿，按照规定，1张兑换券可兑换1次。
当然，是不可以重来的。请小心，慎重。"
お疲れ様でござる。これで交換は終了でござるな？新しい友達か、それともコインかレアアイテムか…。拙者、ワクワク！<br>あとで見せてネ、でござる！	Done trading? Did you make a new friend? Or get some coins? Or maybe you grabbed a new item! You'll have to show me later! I'm so excited!	"辛苦了，這樣就完成交換了吧？
是新朋友們，還是錢幣或稀有道具呢……
在下好興奮啊！之後讓在下見識見識吧，是也！"	"辛苦了。是否可以结束兑换了？
究竟是新朋友呢，还是金币或者稀有道具呢……
在下，非常期待！等下要给我看看哦！"
いらっしゃいませ～！　３周年特別交換所はこちらですぅ。ふふふ。気になるアレコレに胸いっぱいですね！　交換はチケット１枚につき１回。それでは、どうぞ～！	"Ta-da! This is the Third Anniversary Trading Post! Heheh. So many things here to catch your interest! You can only trade once for each ticket, though. Have fun!"	"歡迎光臨～這裡是３周年特別交換所。
嘿嘿嘿，各種獎品讓你激動不已了對吧！
一張只能交換一次。那就請選擇吧～！"	"欢迎光临！这里是三周年特别交易所！
呵呵呵。这么多种多样还真是勾人心魄呀！
1张兑换券可以兑换1次。那么，请吧！"
